latitude,longitude,presence,forest_fraction_250m,forest_fraction_1000m,wetland_fraction_250m,wetland_fraction_1000m,developed_fraction_250m,developed_fraction_1000m,open_water_fraction_250m,open_water_fraction_1000m,mean_impervious_250m,mean_impervious_1000m,elevation_m,mean_slope_250m,mean_slope_1000m,terrain_ruggedness_1000m,distance_to_water_m,distance_to_road_m
42.5802203732,-70.6645342335,1,0.0,0.02368045649072753,0.19004524886877827,0.07617689015691868,0.00904977375565611,0.07075606276747504,0.7149321266968326,0.792867332382311,0.23529411764705882,1.0918687589158345,-0.5556098222732544,0.40884063571485507,0.40293163652535113,3.410804375690282,39.44800680890626,107.33785728060305
42.3532308711,-72.6617535166,0,0.5520361990950227,0.6051355206847361,0.11312217194570136,0.22710413694721826,0.0,0.10156918687589159,0.3257918552036199,0.03452211126961484,0.0,2.0276747503566335,65.47584533691406,2.4502764146998612,2.191729973664546,8.54940767795556,2.8080801049180732,647.5420242622782
42.2211416667,-71.3025638889,0,0.45701357466063347,0.6042796005706134,0.0,0.0992867332382311,0.18099547511312217,0.24736091298145507,0.0,0.0,2.4570135746606336,4.168901569186876,81.79240417480469,2.4507627911446046,1.7538957833390194,12.104319116005446,179.73312650380007,84.2147678363915
42.363368313,-72.5213308812,0,0.02262443438914027,0.2085592011412268,0.027149321266968326,0.07874465049928674,0.746606334841629,0.4710413694721826,0.0,0.0,7.552036199095022,9.305848787446505,78.05073547363281,2.7832601217858244,2.0178284064932996,12.09112759219168,358.07485857597146,48.15434426703838
42.3241,-72.6383833333,0,0.0,0.023395149786019972,0.0,0.03680456490727532,1.0,0.9340941512125535,0.0,0.005706134094151213,32.56108597285068,38.78716119828816,69.12078094482422,3.423633593947122,1.4245123904836285,9.031174985180181,550.3320281519531,36.51808430595269
42.21013533,-71.0070091146,0,0.0,0.0017118402282453639,0.0,0.0282453637660485,1.0,0.9172610556348074,0.0,0.052781740370898715,42.95022624434389,41.87703281027104,40.17145538330078,1.6218757862978157,1.3373178209888101,8.53110438701875,661.7411288443404,23.539547649210174
41.7002400421,-70.0357009554,0,0.0,0.35691868758915835,0.02262443438914027,0.007132667617689016,0.9049773755656109,0.510413694721826,0.07239819004524888,0.06219686162624822,22.945701357466064,13.124393723252496,12.98521614074707,0.6266962396535156,0.6472617752430141,3.2680342372954416,0.0,51.2282815797119
42.2783,-71.0316083333,0,0.0,0.0,0.0,0.05934379457917261,1.0,0.8579172610556348,0.0,0.07417974322396577,76.93212669683258,57.30699001426534,3.555575370788574,0.2754211428577666,0.593174585629451,2.5164796503281814,275.8968774099935,12.688291593283877
42.5950939,-71.0161643,0,0.01809954751131222,0.23395149786019973,0.06787330316742081,0.16918687589158346,0.9140271493212669,0.45991440798858774,0.0,0.09015691868758915,33.55656108597285,11.425677603423681,29.329750061035156,1.3407933418223577,1.3607823523741904,7.518556719134617,82.71511924618247,4.114245432672449
42.4946883333,-72.4299,0,0.8597285067873304,0.734379457917261,0.0,0.04935805991440799,0.13574660633484162,0.07845934379457917,0.0,0.1303851640513552,1.0361990950226245,0.8365192582025678,269.332275390625,4.527770833641599,3.4484251884992454,23.342083775265728,261.0276809961559,4.1415062529733815
42.6779178624,-72.9482568429,0,0.9095022624434389,0.8593437945791726,0.05429864253393665,0.011126961483594865,0.03619909502262444,0.0028530670470756064,0.0,0.07760342368045649,0.11764705882352941,0.01768901569186876,472.8213195800781,5.371240913522525,7.775678249512243,38.892044107873645,552.2484693139467,0.4766302198056677
42.528185,-72.5450709722,0,0.9049773755656109,0.6793152639087019,0.0,0.034236804564907276,0.09502262443438914,0.11184022824536377,0.0,0.0,0.6018099547511312,1.266761768901569,147.21888732910156,3.306857803691398,4.618735044851767,21.336850405122735,447.3800991125921,21.14423432024946
42.6529166667,-71.0133527833,0,0.3936651583710407,0.5808844507845934,0.4298642533936652,0.2781740370898716,0.17647058823529413,0.1335235378031384,0.0,0.0017118402282453639,1.995475113122172,1.903281027104137,34.63564682006836,1.0243535597980393,0.9135072221779796,5.290153969409808,31.1899313057547,69.8608452230626
42.69476254,-71.21176038,0,0.00904977375565611,0.05848787446504993,0.0,0.025392296718972897,0.9773755656108597,0.7452211126961483,0.0,0.15121255349500715,37.28506787330317,33.60142653352354,22.515037536621094,0.8205568882119412,1.1291133770699275,8.601846432447664,386.21540094433055,27.612380863670115
42.4152866667,-72.5328916667,0,0.04524886877828054,0.10242510699001427,0.12217194570135746,0.14179743223965763,0.49321266968325794,0.37774607703281027,0.0,0.0017118402282453639,26.497737556561084,10.816833095577746,51.50999069213867,0.7359862883782688,0.9440913058757232,6.570002124404462,167.4998351330446,0.10943100205126464
42.2894166667,-71.2801283333,1,0.049773755656108594,0.12068473609129815,0.416289592760181,0.16975748930099857,0.5339366515837104,0.7087018544935806,0.0,0.0,7.796380090497737,14.493009985734664,42.583621978759766,2.3675887705499767,1.832199678988864,6.821114525777635,15.590875460109297,71.94551737611248
42.4923653572,-71.3668222585,1,0.5067873303167421,0.4667617689015692,0.28054298642533937,0.27018544935805994,0.0,0.16490727532097005,0.21266968325791855,0.03109843081312411,0.0,3.372039942938659,58.166751861572266,1.2290130981211516,1.3695838061946322,9.457474990910264,3.7151873843599152,247.7930014572821
42.2282916667,-72.1868533333,0,0.4253393665158371,0.6345221112696149,0.31221719457013575,0.20342368045649073,0.248868778280543,0.09386590584878744,0.0,0.0005706134094151213,1.3665158371040724,1.8054208273894436,200.37368774414062,2.3946797100231847,3.2521820330426454,21.620410927285235,196.7066498186256,19.791922594410824
41.915430422,-71.258617295,0,0.38461538461538464,0.2348074179743224,0.23529411764705882,0.2884450784593438,0.38009049773755654,0.46504992867332384,0.0,0.0042796005706134095,8.950226244343892,11.971754636233952,45.574485778808594,1.0878269697661946,0.7148014166113928,3.2869442689231962,63.344442373745004,94.60330686764532
