observation_id,observed_on,latitude,longitude,positional_accuracy,quality_grade,taxon_id,taxon_name,common_name,coordinates_obscured,uri
6747785,2017-06-08,42.3270569887,-72.5276373594,66.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/6747785
6817876,2017-06-24,42.3201064723,-72.5412443692,149.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/6817876
7204064,2017-07-25,42.6316879771,-71.2239664437,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/7204064
7512482,2017-08-15,42.6030216292,-71.2527374495,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/7512482
7742833,2017-09-01,42.6028252554,-71.2528118969,165.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/7742833
7945321,2017-09-04,42.6031477636,-71.2527763149,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/7945321
8377914,2017-10-12,42.0706693277,-73.1300540329,226.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/8377914
8482838,2017-10-20,41.6326329331,-70.8875489327,171.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/8482838
8512703,2017-09-23,42.6030314,-71.252667,186.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/8512703
8525586,2016-10-13,41.9218699891,-70.5456054211,50.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/8525586
9164049,2017-12-15,42.1435506893,-70.7602518797,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9164049
9243668,2017-12-18,42.4306846666,-71.3327875176,178.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9243668
9249379,2017-12-14,42.0153999329,-71.3424758911,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9249379
9337580,2017-11-16,42.32766,-72.5431581,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9337580
9501034,2018-01-16,42.7818999432,-70.8072023392,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9501034
9511075,2017-11-13,42.0616560638,-71.0902118683,122.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9511075
9511122,2017-10-31,42.0621658441,-71.0894393921,122.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9511122
9649484,2017-09-22,42.4136384003,-71.5107578778,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9649484
9722184,2013-02-25,42.2510867549,-70.8599817753,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9722184
9722185,2013-02-25,42.2511525375,-70.8603841066,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9722185
9722345,2013-02-23,42.2511209041,-70.8597135544,122.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9722345
9809239,2018-02-10,42.454545,-71.3361283333,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9809239
9828413,2018-02-11,41.5276593767,-70.9852783662,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9828413
9872303,2017-12-21,42.327972,-72.54305,4.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9872303
9874460,2017-12-26,42.330556,-72.522453,4.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9874460
9947279,2018-02-12,42.6031988368,-71.2527340531,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/9947279
10263318,2018-03-16,42.33102944,-72.53075649,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/10263318
10308480,2018-03-16,42.3591651917,-71.0897216797,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/10308480
10519302,2018-03-30,42.47960926,-71.07357654,9.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/10519302
10585636,2018-03-17,42.3275185,-72.5431581,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/10585636
11522384,2018-04-27,42.3129382167,-71.0085954665,61.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/11522384
11801493,2018-04-29,42.4508838309,-71.5076248628,10.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/11801493
12623003,2018-04-22,42.33109,-72.53094,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/12623003
12976397,2018-05-31,42.4451617739,-70.9889812553,69.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/12976397
13278006,2018-06-09,42.495971,-70.87926,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/13278006
13375237,2018-06-11,41.8031928021,-69.9357915442,61.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/13375237
13549923,2018-06-17,41.9325916667,-70.0424416667,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/13549923
13885035,2013-01-21,42.4132195996,-71.5091776785,110.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/13885035
14260966,2018-07-11,41.7974871322,-69.9459639987,2.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/14260966
15690194,2018-08-18,42.436514243,-71.5250534897,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/15690194
15948189,2018-08-24,41.8938333333,-69.98375,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/15948189
16146087,2018-08-21,41.9363833333,-70.0468611111,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/16146087
16192808,2018-08-18,42.4486682666,-71.4773307933,184.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/16192808
16290728,2018-09-07,41.9210666667,-70.5456166667,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/16290728
16696992,2018-09-15,42.4410251095,-71.5193781302,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/16696992
16990429,2018-09-27,42.5937830453,-71.5535625172,130.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/16990429
17136185,2018-10-02,41.6975904697,-70.2883149755,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17136185
17289708,2018-10-07,42.4401671275,-71.5352419896,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17289708
17318913,2018-10-08,42.5121466667,-71.2623283333,10.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17318913
17319532,2018-10-08,42.5122108459,-71.2624282837,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17319532
17393598,2018-10-10,42.5939962951,-71.5534874187,130.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17393598
17445563,2018-10-12,42.5938225331,-71.5536054349,130.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17445563
17573870,2018-10-16,41.8006466982,-69.9376495209,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17573870
17694541,2018-01-27,42.4134545573,-71.5107345819,2.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17694541
17877285,2018-10-27,42.4419333008,-71.5598337223,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/17877285
18078928,2018-09-02,42.3733329773,-72.4791641235,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18078928
18311057,2018-11-10,42.26258,-70.8771366667,10.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18311057
18327521,2018-11-11,42.471572876,-71.3369216919,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18327521
18336957,2018-11-02,42.4406503296,-71.517024709,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18336957
18372123,2018-11-12,42.4424204823,-71.4983263443,53.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18372123
18457161,2018-11-17,42.4883655476,-70.9281466549,165.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18457161
18560799,2018-11-05,42.4734134249,-71.6482094292,61.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18560799
18813406,2018-08-17,42.4733352661,-70.9151687622,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/18813406
19035913,2018-12-04,42.4748383333,-70.910125,10.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19035913
19157963,2018-12-18,42.4527184372,-71.0819750396,68.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19157963
19237950,2018-12-11,42.4027105388,-71.4607210486,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19237950
19474800,2019-01-02,42.4746513387,-70.9098684169,65.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19474800
19475187,2018-12-18,42.4748636596,-70.9100462124,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19475187
19826314,2010-02-09,42.4132428002,-71.5091322038,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19826314
19864206,2019-01-25,42.4024607007,-71.0847936897,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19864206
19866692,2019-01-25,42.4096337421,-71.3272342443,4.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19866692
19872341,2019-01-25,42.4770634268,-71.6498062187,61.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19872341
19930795,2019-01-08,42.1652592294,-71.1377696631,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19930795
19932940,2019-01-23,42.302788,-71.102651,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19932940
19994900,2019-01-31,42.4098417214,-71.3275645868,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/19994900
20009266,2019-02-01,42.42343,-71.474821,3.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20009266
20290740,2019-02-11,42.0876393369,-70.6761393664,122.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20290740
20320028,2019-02-13,42.476775,-70.9122166667,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20320028
20395884,2019-02-16,42.0873933622,-70.676813099,244.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20395884
20546870,2019-02-20,41.5429522441,-70.6042396012,81.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20546870
20547069,2019-02-20,41.5428674018,-70.6041950052,80.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20547069
20553982,2019-02-20,42.411692772,-71.3287470389,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20553982
20733478,2019-02-14,42.4225082117,-71.5521996649,85.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20733478
20859085,2019-02-11,42.4500846,-73.2509381,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20859085
20861272,2019-03-01,42.4289749514,-71.5165862907,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20861272
20927074,2019-03-03,42.0836698502,-70.7981643359,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/20927074
21002776,2019-03-05,42.0724842159,-70.2058142024,204.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/21002776
21233518,2019-03-14,42.4794499028,-71.3331086384,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/21233518
21342785,2019-03-16,42.0838370545,-70.7981664981,200.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/21342785
21453143,2019-03-21,42.3081846801,-71.1991484463,80.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/21453143
21594626,2019-02-25,42.4228335838,-71.5525400397,12.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/21594626
21633848,2019-03-07,41.9854512446,-70.6974381032,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/21633848
21839519,2019-03-17,42.6033495988,-71.2529418086,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/21839519
22015747,2019-04-05,42.5381359226,-72.0510715899,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/22015747
22163787,2019-04-07,42.4661084684,-72.3991377466,10.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/22163787
22316088,2019-04-11,42.201175,-71.6582866667,9.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/22316088
22709343,2019-04-06,42.1207083259,-71.2136836697,61.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/22709343
22739918,2019-04-14,42.22888812,-71.14806875,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/22739918
22975145,2019-04-23,42.4023611346,-71.292421038,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/22975145
23134957,2019-04-26,42.3725102082,-71.1451263322,42.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/23134957
23728429,2019-04-28,42.41702,-71.47397,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/23728429
23729836,2019-04-28,42.4034586968,-71.0933003784,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/23729836
23729842,2019-04-28,42.4031655699,-71.0930858017,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/23729842
23738465,2019-04-28,42.4022866667,-71.0895695,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/23738465
23992368,2019-04-29,42.3005666667,-71.305825,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/23992368
24000971,2019-04-29,42.1998851609,-71.2214907535,142.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/24000971
24129267,2019-04-29,42.2976033333,-71.3110416667,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/24129267
24191483,2019-04-25,42.3062158995,-71.0978229933,182.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/24191483
24658308,2019-05-06,42.1450934162,-70.6956898766,69.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/24658308
24670018,2019-05-03,42.3065174015,-71.0981662497,182.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/24670018
24890187,2019-05-10,42.3718073841,-71.1443034377,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/24890187
25161413,2019-05-12,42.6587261899,-70.6300274049,24.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/25161413
25621200,2019-05-23,41.6722890024,-70.0216126141,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/25621200
26016871,2019-05-29,42.3725170072,-71.1434161372,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26016871
26032806,2014-08-26,42.6542213907,-72.2926617954,25.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26032806
26085213,2019-05-28,41.70488,-69.997025,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26085213
26121338,2019-04-08,42.4224249039,-71.5516918343,207.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26121338
26145302,2019-05-31,42.4139116667,-71.510575,48.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26145302
26342388,2019-06-03,41.9195633333,-70.542795,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26342388
26343359,2019-06-03,41.7778380174,-70.6413207808,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26343359
26347181,2019-05-27,42.4924316662,-71.3208414367,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26347181
26585496,2019-05-15,42.25483,-71.0520861667,44.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26585496
26831533,2019-05-06,42.1218313038,-71.2032384372,10.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26831533
26919474,2019-06-12,41.9728383333,-70.64537,6.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/26919474
27116083,2019-05-24,42.1288652731,-71.1999287012,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/27116083
27337884,2011-01-16,42.1373906228,-71.1593781809,74.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/27337884
27761754,2019-06-21,42.5069235354,-71.5295579724,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/27761754
28585847,2019-07-06,42.1798954069,-70.8013315871,33.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/28585847
29085001,2019-02-23,42.4967112932,-70.9728390406,165.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/29085001
29338104,2019-06-29,42.4912323559,-71.3254306508,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/29338104
29489720,2018-04-19,42.4588125906,-71.3098846476,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/29489720
29528459,2019-03-13,42.2916673636,-71.6283349646,43.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/29528459
29549295,2019-07-18,42.3969631053,-71.5170105327,216.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/29549295
29640530,2019-07-19,42.2400075034,-72.0839408103,61.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/29640530
30080268,2019-08-02,42.04160283,-70.21488833,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/30080268
30360076,2019-05-25,41.7833069605,-69.9661770539,19.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/30360076
30865482,2019-01-12,42.2537833141,-71.6392408372,38.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/30865482
31025313,2019-08-17,41.6785452243,-69.9414473265,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/31025313
31294948,2019-04-06,42.375208,-71.144974,192.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/31294948
31471779,2019-08-15,41.73909366,-71.17209747,7.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/31471779
31591461,2019-08-19,41.6100056034,-70.5478186974,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/31591461
31885378,2019-08-31,42.7411049279,-70.7971717007,122.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/31885378
32102380,2019-09-04,42.3134284263,-71.0350591262,19.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/32102380
32211521,2019-08-30,42.1219575236,-71.203603723,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/32211521
32742171,2019-09-14,42.61429574,-72.48633371,6.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/32742171
33041899,2019-09-19,42.5945391545,-71.5526763328,24.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/33041899
33053693,2016-11-26,42.0807694444,-70.2213527778,,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/33053693
33309702,2019-07-22,42.4562612598,-71.0049404349,40.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/33309702
33372070,2019-09-25,41.7979896371,-69.9456067718,22.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/33372070
33697150,2019-09-26,42.305533494,-71.0915143713,182.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/33697150
33697806,2019-09-27,42.3042843937,-71.0894570752,8.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/33697806
34202511,2019-10-11,42.6462839797,-70.9177025312,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/34202511
34202520,2019-10-11,42.6464384981,-70.9179432037,10.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/34202520
34470277,2019-08-13,42.2364514459,-72.0892424632,53.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/34470277
34472516,2019-10-16,42.2922327832,-71.6304864332,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/34472516
34551719,2019-10-18,42.267840655,-71.6363552596,31.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/34551719
34551832,2019-10-18,42.2517817636,-71.6709795384,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/34551832
34556746,2019-10-18,42.0855891695,-71.2557424699,5.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/34556746
35179588,2019-10-03,42.3244194,-72.5396917,,research,153411,Canis latrans thamnos,Great Lakes Coyote,False,https://www.inaturalist.org/observations/35179588
35552400,2019-11-10,41.6387672442,-70.5545439236,15.0,research,42051,Canis latrans,Coyote,False,https://www.inaturalist.org/observations/35552400
