latitude,longitude,presence
42.1776866667,-73.240875,1
42.3560576988,-71.4187939589,0
42.4828994608,-70.9277167981,0
42.4315419329,-71.1253940666,0
41.7405641968,-70.0884208444,0
42.4385921667,-71.1131708611,0
42.451315,-72.385655,0
42.6266376721,-72.7231665329,0
42.1280620603,-71.2776180689,1
42.4809419718,-71.4526491972,0
41.9876222222,-70.7891222222,0
42.29027,-71.0873195,0
42.0188233333,-71.2879,0
41.9728383333,-70.64537,0
41.9018083333,-71.317725,0
42.71607167,-71.10040283,0
42.7475144444,-71.0488581609,0
42.3990592957,-71.2077178955,0
42.0755607343,-72.5632378271,0
42.4137883333,-71.68425,0
42.7590683983,-71.0431478496,0
42.6473128913,-71.9490774703,0
42.0919305763,-70.6538193204,0
42.4086527778,-72.7209694444,0
42.42543,-71.056151,0
42.2184271834,-70.8635467663,0
42.3536599922,-71.3776931077,0
42.6412278979,-70.7619792223,0
42.6536366667,-71.3754966667,1
42.6603133333,-71.6177133333,1
42.5251606383,-72.16890681,1
42.1246083333,-71.3684783333,0
42.1133377778,-71.1457655556,0
41.7490773997,-70.5057304,0
41.8309216667,-71.275095,0
41.67742167,-70.45459667,0
41.8980633333,-70.0699528333,0
41.7980656809,-70.5596088991,0
42.37679,-71.2634833333,0
41.543975,-70.6486283333,0
42.3031116667,-72.68743,1
42.6620201032,-70.916697312,0
42.2755050659,-72.4037322998,0
42.5102883333,-71.3764033333,1
42.361,-72.913,1
42.3195530205,-72.5064597235,1
41.9927263162,-71.3118662048,0
42.0952119163,-71.3879809839,1
42.4594919207,-71.3003352215,1
42.4617967299,-71.2610401821,0
42.425645,-71.6954416667,0
42.4073144579,-71.3234968742,0
42.3021067653,-70.927838388,0
42.4619102249,-70.9452650417,0
42.0486754412,-71.5319625351,0
42.3902466667,-71.3427216667,0
42.1808442422,-71.388870813,1
42.435025,-72.0737083333,1
42.37586565,-72.3899307063,0
42.3857916667,-72.7376638889,0
42.3031966667,-72.6872466667,1
42.2752424722,-71.0260197778,0
42.17847,-71.430305,0
42.7888433333,-70.9093966667,0
42.1725603412,-71.6538139142,0
42.2968497645,-72.7834620294,1
42.263725,-71.8174283333,0
42.2827544089,-72.5205338663,0
42.4232424354,-72.2211036086,1
42.4638260241,-70.8933003172,0
42.3779300093,-71.1541138333,0
42.0743867043,-72.0939754279,0
42.7075590595,-73.1851008755,0
42.2999745838,-72.2389863222,1
41.7135861111,-70.8135555556,0
42.4856547514,-71.463347564,1
42.6142487997,-71.1071194997,0
41.2565716728,-70.0940555,0
42.3010616368,-71.2087869878,0
42.3985623988,-72.5199914631,1
42.3590891048,-72.4474808271,0
42.2673660089,-71.3306109321,0
42.1404833333,-71.1497972222,0
42.7439317525,-73.2079042542,1
42.48942556,-71.4808202537,0
42.625,-70.9353633333,0
42.3548147997,-71.6292559,1
42.5775866667,-72.8941216667,0
42.5478833333,-72.3727033333,0
42.4875138889,-71.778225,1
41.8936970943,-69.9623492611,0
42.5578715469,-71.7284032702,1
41.660806,-70.928627,0
42.5863429109,-70.852806382,1
42.4162203285,-71.4454693901,1
42.497861921,-71.1715043043,0
41.3343392847,-70.293373763,0
42.52860333,-71.73211667,1
42.2335222687,-71.4041925155,0
42.47087833,-71.23269667,0
42.0831333333,-73.3845883333,1
42.5653004134,-71.3448281028,0
42.2570616659,-71.2969990355,0
42.551925662,-70.8502190374,0
42.6450957139,-72.4971518666,0
41.66338,-70.361175,0
42.4707646804,-72.9351468757,0
42.19255768,-71.8132248,0
42.5508003235,-73.1477813721,0
42.1040733333,-70.7130333333,0
42.52068,-72.3065716667,1
42.2186610831,-71.9190496579,0
42.52656199,-70.94456734,0
42.2693233,-72.35785812,0
42.3208366667,-71.4618916667,0
42.252625,-73.0599361667,0
42.2802805556,-71.2268611111,0
42.4910298061,-71.3696764921,1
42.1870735406,-71.0547929488,0
41.6859722256,-70.0912782597,0
41.9928466667,-70.7491083333,0
42.523975,-71.1387028333,0
42.3510883333,-73.2736533333,1
42.4184646249,-71.0948327297,0
42.35699273,-73.04695987,0
42.69451862,-72.49120407,0
42.2925340584,-71.1161476311,0
