observation_id,taxon_id,taxon_name,common_name,latitude,longitude,positional_accuracy,observed_on,coordinates_obscured
92313172,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,42.09248,-70.641563,3.0,2021-07-13,False
92313173,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,42.091969,-70.642349,3.0,2021-07-14,False
92313174,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,42.091084,-70.641235,3.0,2021-07-25,False
92316347,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3744801081,-71.0532954441,2.0,2021-08-21,False
92369436,46260,Tamiasciurus hudsonicus,American Red Squirrel,41.9445416667,-69.9881666667,10.0,2021-08-23,False
92371574,46217,Tamias striatus,Eastern Chipmunk,42.2507808402,-71.336063385,905.0,2021-08-24,False
92374526,46217,Tamias striatus,Eastern Chipmunk,42.388788,-71.2799967,120.0,2021-08-23,False
92395180,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.8905215717,-69.9606959671,5139.0,2021-08-24,False
92417100,44576,Rattus norvegicus,Brown Rat,42.3547879722,-71.1441889722,,2021-08-21,False
92425918,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2929611111,-71.1289972222,4.0,2021-08-23,False
92427853,42223,Odocoileus virginianus,White-tailed Deer,42.4728851318,-72.3491897583,77.0,2021-08-24,False
92448903,46260,Tamiasciurus hudsonicus,American Red Squirrel,41.9478383333,-69.992645,5.0,2021-08-25,False
92462443,43111,Sylvilagus floridanus,Eastern Cottontail,42.3556039722,-71.1522999722,,2021-08-22,False
92473212,44576,Rattus norvegicus,Brown Rat,41.4248962402,-70.616897583,65.0,2021-08-25,False
92477436,46260,Tamiasciurus hudsonicus,American Red Squirrel,41.9080555556,-71.1208333333,,2021-08-25,False
92490712,46260,Tamiasciurus hudsonicus,American Red Squirrel,41.6499817294,-70.4512398714,514.0,2021-08-25,False
92493478,42223,Odocoileus virginianus,White-tailed Deer,42.2156916667,-72.5839616667,4.0,2021-08-25,False
92496579,42051,Canis latrans,Coyote,42.596164059,-71.5531737942,1595.0,2021-08-18,False
92496855,42223,Odocoileus virginianus,White-tailed Deer,42.5956503369,-71.5532708846,1614.0,2021-08-02,False
92496992,42051,Canis latrans,Coyote,42.5967274427,-71.5535530386,1813.0,2021-07-30,False
92500705,43111,Sylvilagus floridanus,Eastern Cottontail,42.3488783333,-71.0849,17.0,2021-08-25,False
92504910,42223,Odocoileus virginianus,White-tailed Deer,42.387269,-71.146202,,2021-08-16,False
92504924,43111,Sylvilagus floridanus,Eastern Cottontail,42.387351,-71.1444529722,,2021-08-16,False
92517382,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.1802513223,-71.2161628178,22.0,2021-08-25,False
92519136,41880,Mephitis mephitis,Striped Skunk,42.3875833333,-72.5234,6.0,2021-08-25,False
92525631,42069,Vulpes vulpes,Red Fox,42.1534,-71.2593,,2021-08-25,False
92529997,43111,Sylvilagus floridanus,Eastern Cottontail,42.3003688934,-71.1262606823,40.0,2020-06-29,False
92530930,43111,Sylvilagus floridanus,Eastern Cottontail,42.3962966667,-70.9935083333,65.0,2021-07-25,False
92540097,41638,Ursus americanus,American Black Bear,42.1529416667,-71.6175472222,1.0,2021-08-13,False
92567309,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3637861774,-71.2606548657,25.0,2021-08-26,False
92590886,44311,Microtus pennsylvanicus,Eastern Meadow Vole,41.4510897778,-70.5763460833,,2021-08-26,False
92593867,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.117680157,-72.0110087994,85.0,2021-08-26,False
92599699,43794,Castor canadensis,American Beaver,42.6373519897,-72.0873184204,,2021-08-26,False
92606759,41663,Procyon lotor,Common Raccoon,42.43669,-71.445885,,2021-08-25,False
92606763,41976,Lynx rufus,Bobcat,42.4361666667,-71.4463283333,,2021-08-25,False
92606772,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.435295,-71.448,,2021-08-25,False
92610253,46095,Marmota monax,Groundhog,42.503004913,-71.1855971316,20.0,2021-05-12,True
92610641,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.4392016667,-71.4479516667,,2021-08-25,False
92612188,43111,Sylvilagus floridanus,Eastern Cottontail,42.0774394025,-71.2335776176,18.0,2021-08-26,False
92619336,46217,Tamias striatus,Eastern Chipmunk,42.5313009435,-71.3195352204,1370.0,2021-08-26,True
92619361,42223,Odocoileus virginianus,White-tailed Deer,42.4632344074,-71.2921751077,635.0,2021-08-25,True
92621201,43111,Sylvilagus floridanus,Eastern Cottontail,42.3512763977,-71.115020752,15.0,2021-08-26,False
92625280,41638,Ursus americanus,American Black Bear,42.6254559759,-72.4585562199,167.0,2021-08-17,False
92625403,42051,Canis latrans,Coyote,42.6236247325,-72.4612065777,143.0,2021-07-12,False
92625730,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.6884100887,-69.9509360793,50.0,2015-07-22,False
92630552,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3947207409,-71.275902758,39.0,2021-08-25,False
92639563,46272,Glaucomys volans,Southern Flying Squirrel,41.749257,-69.985943,,2021-08-26,False
92643617,41566,Megaptera novaeangliae,Humpback Whale,42.6107907597,-70.6730618098,5641.0,2021-08-25,True
92664163,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3030583333,-71.1137166667,65.0,2021-08-23,False
92664277,44576,Rattus norvegicus,Brown Rat,42.3036283333,-71.1134861667,14.0,2021-08-23,False
92704425,42223,Odocoileus virginianus,White-tailed Deer,42.4361641771,-72.5219546881,22.0,2021-08-27,False
92707037,42223,Odocoileus virginianus,White-tailed Deer,41.3050333333,-70.0226138333,5.0,2021-07-08,False
92715239,44311,Microtus pennsylvanicus,Eastern Meadow Vole,41.2674217224,-70.1291275024,1493.0,2021-08-27,False
92717175,63113,Blarina brevicauda,Northern Short-tailed Shrew,42.4647254944,-71.3448410034,84.0,2021-08-27,False
92729909,46095,Marmota monax,Groundhog,42.3948830383,-71.329706062,22.0,2021-08-27,True
92730249,42223,Odocoileus virginianus,White-tailed Deer,42.6246717278,-72.4604669586,84.0,2021-08-15,False
92780265,42051,Canis latrans,Coyote,42.294445,-71.1288221667,2000.0,2021-08-28,False
92780454,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,42.0009277783,-70.0211416667,3.0,2021-08-26,False
92795161,43111,Sylvilagus floridanus,Eastern Cottontail,42.5615272132,-70.7728855925,22.0,2021-08-28,False
92797672,42223,Odocoileus virginianus,White-tailed Deer,42.564862437,-70.7684574352,6.0,2021-08-28,False
92823113,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2701454163,-70.8660964966,65.0,2021-08-28,False
92828950,43111,Sylvilagus floridanus,Eastern Cottontail,42.3816742693,-71.1111629176,10.0,2021-08-28,False
92834666,43111,Sylvilagus floridanus,Eastern Cottontail,42.1921216667,-71.4796,5.0,2021-08-28,False
92835523,42223,Odocoileus virginianus,White-tailed Deer,42.3135533333,-71.1771466667,10.0,2021-08-28,False
92863470,43111,Sylvilagus floridanus,Eastern Cottontail,42.3916416667,-71.1161694444,,2021-08-28,False
92866417,44576,Rattus norvegicus,Brown Rat,42.6559552731,-70.6155685675,8.0,2021-08-28,False
92873368,43111,Sylvilagus floridanus,Eastern Cottontail,42.1605333333,-71.6059083333,1.0,2021-08-14,False
92898941,43794,Castor canadensis,American Beaver,42.2058833333,-73.2874166667,,2021-08-28,False
92921306,42076,Urocyon cinereoargenteus,Gray Fox,42.8177167141,-70.9091711988,4.0,2021-08-29,False
92924508,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3180389404,-71.0964736938,12.0,2021-08-29,False
92925447,43111,Sylvilagus floridanus,Eastern Cottontail,41.6262454167,-70.8066824265,5.0,2021-08-29,False
92927091,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.4366647648,-72.5227755053,22.0,2021-08-29,False
92929011,41663,Procyon lotor,Common Raccoon,42.366975,-70.9703666667,16.0,2021-08-23,False
92944496,43111,Sylvilagus floridanus,Eastern Cottontail,42.3956944315,-71.1178667843,,2021-08-28,False
92946995,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.6645175487,-69.9553695851,95.0,2021-08-29,False
92952271,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3526039124,-71.0681533813,65.0,2021-08-29,False
92969771,44311,Microtus pennsylvanicus,Eastern Meadow Vole,42.3394889832,-72.5508880615,4.0,2021-08-29,False
92979440,43111,Sylvilagus floridanus,Eastern Cottontail,42.159389139,-71.2129117591,24.0,2021-08-16,False
92980619,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.158719,-71.217155,,2021-08-16,False
92984475,46260,Tamiasciurus hudsonicus,American Red Squirrel,41.8559839997,-70.5283009997,,2021-07-20,False
92987640,42069,Vulpes vulpes,Red Fox,42.2565143504,-71.087664105,4.0,2021-08-29,False
92996027,41663,Procyon lotor,Common Raccoon,42.36553,-71.25332,5.0,2021-08-29,False
93032249,42223,Odocoileus virginianus,White-tailed Deer,42.5756676817,-72.7460432348,15.0,2021-08-29,False
93032252,44026,Erethizon dorsatum,North American Porcupine,42.5758629047,-72.7458183387,8.0,2021-08-29,False
93039012,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.4535116667,-71.3944866667,5.0,2021-08-30,False
93042464,46217,Tamias striatus,Eastern Chipmunk,42.5642070024,-71.1794402185,23.0,2021-08-30,False
93048068,41880,Mephitis mephitis,Striped Skunk,42.5289973568,-72.5473801284,8.0,2011-08-29,False
93050514,43111,Sylvilagus floridanus,Eastern Cottontail,42.3689498901,-71.1534423828,65.0,2021-08-30,False
93055554,46260,Tamiasciurus hudsonicus,American Red Squirrel,42.2473837101,-71.7042229966,125.0,2021-08-26,False
93055870,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3543966667,-71.0708083333,25.0,2021-08-28,False
93056970,44311,Microtus pennsylvanicus,Eastern Meadow Vole,41.6499817294,-70.4512398714,514.0,2021-08-30,False
93062772,46095,Marmota monax,Groundhog,42.7103583333,-70.7801133333,4.0,2021-08-30,False
93082699,42223,Odocoileus virginianus,White-tailed Deer,42.0047222167,-71.128075,4.0,2021-08-30,False
93083554,42069,Vulpes vulpes,Red Fox,42.0609055,-70.1134195,8.0,2021-08-28,False
93087440,42223,Odocoileus virginianus,White-tailed Deer,42.8230509424,-70.9286813634,11.0,2021-08-30,False
93087584,42223,Odocoileus virginianus,White-tailed Deer,42.8231865415,-70.9285469515,7.0,2021-08-30,False
93087660,42223,Odocoileus virginianus,White-tailed Deer,42.8232116667,-70.928505,50.0,2021-08-30,False
93095554,43111,Sylvilagus floridanus,Eastern Cottontail,42.6294911421,-70.7682505257,20.0,2021-08-30,False
93105602,43111,Sylvilagus floridanus,Eastern Cottontail,42.2535988518,-72.6894920951,30.0,2021-08-30,False
93145895,43794,Castor canadensis,American Beaver,42.2825783333,-71.1864383333,4.0,2021-08-30,False
93170909,42223,Odocoileus virginianus,White-tailed Deer,42.5583799085,-70.9075717648,30.0,2021-07-16,False
93174907,42223,Odocoileus virginianus,White-tailed Deer,42.5743206631,-70.7784599452,32.0,2021-08-31,False
93181469,46260,Tamiasciurus hudsonicus,American Red Squirrel,41.98708333,-70.710245,5.0,2021-08-31,False
93186861,44311,Microtus pennsylvanicus,Eastern Meadow Vole,42.63162,-70.7923883333,13.0,2021-08-09,False
93187018,41880,Mephitis mephitis,Striped Skunk,42.3830026905,-71.1571163853,2704.0,2021-08-26,False
93187077,44705,Mus musculus,House Mouse,42.37375,-71.1130833333,25.0,2021-08-21,False
93188906,41663,Procyon lotor,Common Raccoon,42.64995615,-70.68715215,404.0,2021-07-30,False
93197076,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3553416667,-71.0699833333,6.0,2021-07-31,False
93198389,46217,Tamias striatus,Eastern Chipmunk,41.9396466667,-70.62448,8.0,2021-08-01,False
93204455,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.8591783333,-69.9512416667,5.0,2021-08-31,False
93206442,43111,Sylvilagus floridanus,Eastern Cottontail,42.33952,-71.0890111667,15.0,2021-08-31,False
93208803,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.8288533333,-69.948875,5.0,2021-08-31,False
93218086,42223,Odocoileus virginianus,White-tailed Deer,42.2908027778,-71.1265111111,4.0,2021-08-31,False
93241521,566601,Phoca vitulina vitulina,Atlantic Harbor Seal,42.5641716667,-70.77648,4.0,2021-08-29,False
93245396,42051,Canis latrans,Coyote,42.4014638889,-71.1454833333,,2021-09-01,False
93246344,43111,Sylvilagus floridanus,Eastern Cottontail,42.4810866667,-71.2295833333,3.0,2021-09-01,False
93248484,44576,Rattus norvegicus,Brown Rat,42.353884,-71.1454769722,,2021-09-01,False
93248613,44576,Rattus norvegicus,Brown Rat,42.3538789722,-71.1452139722,,2021-09-01,False
93249698,42223,Odocoileus virginianus,White-tailed Deer,42.6512533333,-70.9056866667,4.0,2021-08-14,False
93251768,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3497339722,-71.149293,,2021-09-01,False
93260826,43111,Sylvilagus floridanus,Eastern Cottontail,41.761013194,-70.0899717672,4.0,2021-09-01,False
93262769,41663,Procyon lotor,Common Raccoon,42.7147722128,-73.3169715926,165.0,2021-09-01,True
93271731,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2544527778,-72.5755138889,,2021-08-31,False
93312636,41638,Ursus americanus,American Black Bear,42.2976929721,-73.1357705352,10.0,2021-08-31,True
93313528,41638,Ursus americanus,American Black Bear,42.2107726915,-73.3517761605,10.0,2021-08-31,True
93318941,43111,Sylvilagus floridanus,Eastern Cottontail,42.364399,-71.260189,,2021-08-31,False
93322253,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,42.07679,-70.23511,,2021-08-29,False
93324899,42051,Canis latrans,Coyote,42.4122973922,-71.3249350695,61.0,2021-08-19,False
93352774,43111,Sylvilagus floridanus,Eastern Cottontail,42.3518113,-71.1490071997,,2021-09-02,False
93352824,43111,Sylvilagus floridanus,Eastern Cottontail,42.3518941,-71.1492747,,2021-09-02,False
93353033,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.4162565079,-71.1583768576,49.0,2016-09-02,False
93355250,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.9043472,-69.9789243,185.0,2011-09-22,False
93370046,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.4691166667,-71.0080861167,4.0,2021-08-30,False
93378318,145655,Odocoileus virginianus borealis,Northern White-tailed Deer,41.6499817294,-70.4512398714,514.0,2021-09-01,False
93389574,44395,Peromyscus leucopus,White-footed Mouse,42.3633883333,-71.0580583333,16.0,2021-09-01,False
93390288,43111,Sylvilagus floridanus,Eastern Cottontail,42.3424417173,-71.0946763338,17.0,2021-09-02,False
93391443,41880,Mephitis mephitis,Striped Skunk,41.5868734254,-70.6322612241,10.0,2021-09-02,False
93393729,43111,Sylvilagus floridanus,Eastern Cottontail,42.6305137994,-70.942390971,5.0,2021-09-02,False
93395625,46095,Marmota monax,Groundhog,42.0841016501,-71.0448819847,30.0,2021-09-01,False
93399001,42076,Urocyon cinereoargenteus,Gray Fox,42.331045,-71.798905,10.0,2021-09-02,False
93399341,43111,Sylvilagus floridanus,Eastern Cottontail,42.5644465554,-71.1795681681,23.0,2021-09-02,False
93399408,43111,Sylvilagus floridanus,Eastern Cottontail,42.5643662675,-71.1794912509,23.0,2021-09-02,False
93403649,44576,Rattus norvegicus,Brown Rat,42.274555,-71.1280221667,19.0,2021-09-02,False
93415391,43111,Sylvilagus floridanus,Eastern Cottontail,42.3660325677,-71.2603118573,312.0,2021-09-02,False
93415433,857085,Sciurus carolinensis pennsylvanicus,Northern Gray Squirrel,42.5643444226,-71.1796275508,65.0,2018-11-25,False
93423782,43111,Sylvilagus floridanus,Eastern Cottontail,42.1753453948,-71.0520370995,15.0,2021-09-02,False
93430858,46217,Tamias striatus,Eastern Chipmunk,42.1077,-71.317663,,2021-09-02,False
93461383,566601,Phoca vitulina vitulina,Atlantic Harbor Seal,41.8448576,-70.5388525,240.0,2011-12-27,False
93461573,41708,Phoca vitulina,Harbor Seal,41.9636862,-70.6534879,2945.0,2011-12-27,False
93462865,41708,Phoca vitulina,Harbor Seal,41.8448576,-70.5388525,240.0,2011-12-29,False
93464679,42223,Odocoileus virginianus,White-tailed Deer,42.0875156,-70.6794536,182.0,2011-12-31,False
93471903,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,42.7081603275,-70.7691584878,63.0,2021-09-03,False
93472451,43111,Sylvilagus floridanus,Eastern Cottontail,42.5109318771,-71.1307036495,259.0,2014-06-30,False
93477097,42223,Odocoileus virginianus,White-tailed Deer,41.9977777778,-70.7125,,2019-06-29,False
93478413,46017,Sciurus carolinensis,Eastern Gray Squirrel,41.760609587,-70.0907117779,8.0,2021-09-03,False
93480049,42051,Canis latrans,Coyote,42.3706989286,-71.1454390664,473.0,2021-05-15,False
93481456,46217,Tamias striatus,Eastern Chipmunk,42.1077308899,-71.31760744,,2021-09-03,False
93481478,46217,Tamias striatus,Eastern Chipmunk,42.1093109999,-71.31795244,,2021-09-03,False
93502075,41976,Lynx rufus,Bobcat,42.0652666667,-73.2955033333,4.0,2021-09-03,False
93514387,44311,Microtus pennsylvanicus,Eastern Meadow Vole,42.2778664239,-71.2509067164,994.0,2021-09-03,False
93515941,42223,Odocoileus virginianus,White-tailed Deer,42.0702401385,-71.7158595845,9.0,2021-09-03,False
93516592,45763,Ondatra zibethicus,Muskrat,42.514736489,-72.5281008705,85.0,2021-09-03,False
93525202,43111,Sylvilagus floridanus,Eastern Cottontail,42.5643419815,-71.1795788104,23.0,2021-09-03,False
93525726,44311,Microtus pennsylvanicus,Eastern Meadow Vole,42.3734147402,-71.1417982641,17.0,2021-09-03,False
93527006,45763,Ondatra zibethicus,Muskrat,42.3966361111,-71.1473611111,4.0,2021-09-03,False
93532265,44311,Microtus pennsylvanicus,Eastern Meadow Vole,42.0880869313,-70.6796770093,8.0,2021-09-03,False
93532268,42051,Canis latrans,Coyote,42.0880758241,-70.6794421585,15.0,2021-09-03,False
93541389,42051,Canis latrans,Coyote,42.564160907,-71.1795028196,23.0,2021-09-03,False
93541535,41880,Mephitis mephitis,Striped Skunk,42.5641814961,-71.1794668366,23.0,2021-09-03,False
93541652,42051,Canis latrans,Coyote,42.5641965657,-71.1794518975,36.0,2021-08-29,False
93551755,42223,Odocoileus virginianus,White-tailed Deer,42.7096527778,-73.2129222222,4.0,2021-09-03,False
93575795,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.259021759,-69.9650421143,82.0,2021-09-04,False
93576811,44576,Rattus norvegicus,Brown Rat,42.4020569499,-71.0997669798,8.0,2021-09-04,False
93587756,43111,Sylvilagus floridanus,Eastern Cottontail,41.3814349672,-70.7394473834,63.0,2021-08-15,False
93587760,43111,Sylvilagus floridanus,Eastern Cottontail,41.3812245,-70.6744723,4901.0,2013-06-22,False
93587761,43111,Sylvilagus floridanus,Eastern Cottontail,41.3440064993,-70.7391711052,429.0,2017-07-04,False
93590414,46217,Tamias striatus,Eastern Chipmunk,42.3004733152,-72.5876795457,86.0,2021-09-04,False
93590511,41733,Halichoerus grypus,Grey Seal,41.67641073,-69.9351228309,4.0,2021-09-04,False
93591994,41663,Procyon lotor,Common Raccoon,42.5256828559,-70.9723357308,23.0,2021-09-04,False
93596434,46095,Marmota monax,Groundhog,41.9688686179,-71.0479716774,13.0,2021-08-28,True
93616576,63113,Blarina brevicauda,Northern Short-tailed Shrew,42.273957811,-71.0768651823,38.0,2021-09-04,False
93619592,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.05946267,-71.2645815101,,2021-09-04,False
93627414,46217,Tamias striatus,Eastern Chipmunk,42.45343,-71.3945616667,5.0,2021-08-30,False
93627693,43111,Sylvilagus floridanus,Eastern Cottontail,42.3806795737,-71.1124826907,16.0,2021-09-04,False
93663811,43111,Sylvilagus floridanus,Eastern Cottontail,42.3764534398,-71.0605474986,7.0,2021-09-04,False
93696299,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3143803826,-72.6222391577,65.0,2021-09-05,False
93700873,42051,Canis latrans,Coyote,42.504075,-71.22238,6.0,2021-09-04,False
93702951,42051,Canis latrans,Coyote,41.9210107565,-69.9808682454,357.0,2021-08-27,False
93703938,42223,Odocoileus virginianus,White-tailed Deer,41.9033461884,-71.2419378473,357.0,2021-09-04,False
93711826,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.5642873369,-71.17999233,23.0,2021-09-05,False
93712109,46217,Tamias striatus,Eastern Chipmunk,42.5642085624,-71.1793604214,23.0,2021-09-05,False
93738374,43111,Sylvilagus floridanus,Eastern Cottontail,42.3874,-71.1444555556,5.0,2021-08-16,False
93738413,42223,Odocoileus virginianus,White-tailed Deer,42.3875638889,-71.1461361111,22.0,2021-08-16,False
93747695,43111,Sylvilagus floridanus,Eastern Cottontail,42.3077271089,-71.5888514356,1162.0,2020-07-08,False
93756576,43840,Zapus hudsonius,Northern Meadow Jumping Mouse,42.7414525626,-70.7954607345,3.0,2021-09-05,False
93759370,63113,Blarina brevicauda,Northern Short-tailed Shrew,42.476098,-71.9017329722,,2021-09-05,False
93759593,46217,Tamias striatus,Eastern Chipmunk,42.2704007163,-71.0624597103,65.0,2021-09-05,False
93768621,42051,Canis latrans,Coyote,42.0917111701,-70.7055871189,10316.0,2021-09-04,False
93776556,40509,Eptesicus fuscus,Big Brown Bat,42.2974893655,-71.0965660046,463.0,2021-05-02,False
93777618,42069,Vulpes vulpes,Red Fox,41.9862258216,-70.0764075706,49.0,2021-08-03,False
93788590,43111,Sylvilagus floridanus,Eastern Cottontail,42.4366874072,-71.4139541705,5.0,2021-09-05,True
93793923,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.175712225,-71.0550375258,15.0,2021-09-04,False
93802245,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.4895260194,-71.0403219366,8.0,2021-09-04,False
93809837,43111,Sylvilagus floridanus,Eastern Cottontail,42.2836638889,-71.1395555556,4.0,2021-09-04,False
93814771,43794,Castor canadensis,American Beaver,42.6758629,-72.33341486,3.0,2021-09-05,False
93830900,42069,Vulpes vulpes,Red Fox,42.6858009094,-71.1060648339,16.0,2021-09-06,False
93843093,1264432,Neogale vison,American Mink,42.2796889566,-71.7990183045,1064.0,2021-07-14,False
93858414,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.9043471995,-69.9789243937,185.0,2017-08-08,False
93862980,44311,Microtus pennsylvanicus,Eastern Meadow Vole,42.3036863,-71.63647326,11.0,2021-09-06,False
93879364,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3661548459,-71.2597686737,398.0,2021-09-06,False
93886784,46217,Tamias striatus,Eastern Chipmunk,42.3449242252,-71.1969991815,29.0,2021-09-06,False
93903968,42051,Canis latrans,Coyote,42.715355,-70.7757116667,5.0,2021-09-06,False
93905933,46260,Tamiasciurus hudsonicus,American Red Squirrel,42.6441466667,-71.177545,3.0,2021-09-06,False
93908589,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,42.708258,-70.771724,548.0,2021-09-05,False
93913618,46095,Marmota monax,Groundhog,41.9592728139,-71.0155230984,31756.0,2021-09-06,False
93914682,42223,Odocoileus virginianus,White-tailed Deer,42.8074,-70.9737783333,5.0,2021-09-02,False
93914887,63113,Blarina brevicauda,Northern Short-tailed Shrew,42.3153083333,-72.6437133333,5.0,2021-08-16,False
93916199,41976,Lynx rufus,Bobcat,42.8071119257,-70.973198765,121.0,2021-08-27,False
93917050,453109,Pekania pennanti,Fisher,42.8071888365,-70.9734659238,164.0,2021-08-10,False
93917235,42051,Canis latrans,Coyote,42.8155190499,-70.9588647225,181.0,2021-08-18,False
93924537,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3718414307,-72.5145950317,67.0,2021-09-06,False
93926861,46217,Tamias striatus,Eastern Chipmunk,42.4400130364,-71.0814520681,113.0,2021-09-06,False
93930951,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3657375,-71.2585661,866.0,2021-09-05,False
93930953,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3657375,-71.2585661,866.0,2021-09-05,False
93930954,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3657375,-71.2585661,866.0,2021-08-20,False
93932822,1404404,Alces alces americana,Eastern Moose,42.6099739339,-72.8832964868,20182.0,2021-09-01,False
93934392,46017,Sciurus carolinensis,Eastern Gray Squirrel,41.5659466276,-70.5860450014,8.0,2021-09-04,False
93936817,42223,Odocoileus virginianus,White-tailed Deer,42.5522633333,-70.8407216667,10.0,2021-09-06,False
93941440,43111,Sylvilagus floridanus,Eastern Cottontail,42.258350908,-71.1823504549,104.0,2021-09-06,True
93942028,42223,Odocoileus virginianus,White-tailed Deer,42.5894466667,-70.766625,12.0,2021-09-05,False
93942699,42069,Vulpes vulpes,Red Fox,42.1070236647,-72.6203675196,6749.0,2021-09-02,False
93943427,1368483,Leucopleurus acutus,Atlantic White-sided Dolphin,42.8125913,-70.8772751,6458.0,2020-10-06,False
93943429,1368483,Leucopleurus acutus,Atlantic White-sided Dolphin,42.8125913,-70.8772751,6458.0,2020-10-06,False
93943437,46217,Tamias striatus,Eastern Chipmunk,42.1070236647,-72.6203675196,6770.0,2021-08-27,False
93943622,41566,Megaptera novaeangliae,Humpback Whale,42.8125913,-70.8772751,6458.0,2020-10-06,False
93944407,46260,Tamiasciurus hudsonicus,American Red Squirrel,42.0457309754,-70.1903838413,2344.0,2021-09-06,False
93968908,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3558236848,-71.0648902405,31.0,2021-08-23,False
93977196,40629,Lasionycteris noctivagans,Silver-haired Bat,41.63938,-70.2201383333,518.0,2021-09-06,False
93979171,43111,Sylvilagus floridanus,Eastern Cottontail,42.3677728806,-71.256988283,31.0,2021-09-07,False
93991889,41638,Ursus americanus,American Black Bear,42.4953869504,-72.2874291356,15.0,2021-07-22,True
93991977,46260,Tamiasciurus hudsonicus,American Red Squirrel,42.4763565566,-72.3463203761,15.0,2021-07-22,False
94010961,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2814249434,-71.1613234775,1770.0,2021-09-06,False
94013950,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.8991277778,-69.9649027778,,2021-09-07,False
94035017,711289,Halichoerus grypus atlantica,Atlantic Grey Seal,41.48933,-71.0392033333,,2021-09-07,False
94038282,46217,Tamias striatus,Eastern Chipmunk,42.3902135813,-72.523042439,10.0,2021-09-07,False
94039242,40346,Myotis lucifugus,Little Brown Bat,41.3282456579,-70.4855016542,2.0,2021-07-26,True
94044646,46095,Marmota monax,Groundhog,42.317588646,-72.6397342033,1414.0,2021-09-07,False
94045461,43111,Sylvilagus floridanus,Eastern Cottontail,42.3390138026,-71.1588917628,28.0,2021-09-07,False
94053792,41708,Phoca vitulina,Harbor Seal,41.60825,-70.4062583333,61.0,2021-09-06,False
94054074,43794,Castor canadensis,American Beaver,42.0271460263,-70.8657294139,210.0,2021-09-05,False
94054362,43111,Sylvilagus floridanus,Eastern Cottontail,42.3388977489,-71.1667306815,5.0,2021-09-07,False
94057818,43794,Castor canadensis,American Beaver,42.560025,-71.3768916667,10.0,2021-09-07,False
94072835,42223,Odocoileus virginianus,White-tailed Deer,42.6268990515,-70.781912494,461.0,2021-09-07,False
94074257,42051,Canis latrans,Coyote,41.8849882478,-69.9976767227,115.0,2021-09-04,False
94096890,234578,Blarina brevicauda compacta,Nantucket short-tailed shrew,41.2883716667,-70.1278221667,5.0,2021-09-08,False
94099890,44311,Microtus pennsylvanicus,Eastern Meadow Vole,41.2890211557,-70.1293604238,30.0,2021-09-08,False
