observation_id,taxon_id,taxon_name,common_name,latitude,longitude,positional_accuracy,observed_on,coordinates_obscured
9539444,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3502428,-73.3253552,19.0,2018-01-16,False
9561541,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3750468,-71.249471,19.0,2018-01-22,False
9561956,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.5092886284,-71.0689193306,36.0,2018-01-22,False
9565291,44576,Rattus norvegicus,Brown Rat,42.3156214528,-71.0333189965,8.0,2018-01-22,False
9565795,41663,Procyon lotor,Common Raccoon,41.5337771788,-70.6681025773,50.0,2018-01-22,False
9566072,42069,Vulpes vulpes,Red Fox,42.63045892,-70.84409344,10.0,2018-01-22,False
9609673,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3652421262,-71.2602281198,4.0,2018-01-25,False
9610439,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3685714,-71.257571,22.0,2018-01-23,False
9619576,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36518393,-71.25915419,9.0,2018-01-26,False
9620305,46260,Tamiasciurus hudsonicus,American Red Squirrel,42.6473051171,-73.0478995666,516.0,2018-01-03,False
9621657,43111,Sylvilagus floridanus,Eastern Cottontail,42.32963,-72.5337216667,32.0,2018-01-21,False
9631269,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.4113924941,-71.1147338805,10.0,2018-01-27,False
9631428,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.369959,-71.243763,98.0,2018-01-25,False
9631456,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3641033333,-71.2600166667,6.0,2018-01-27,False
9631458,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3641466667,-71.25937,6.0,2018-01-27,False
9631487,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3643583333,-71.2593216667,6.0,2018-01-27,False
9631492,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.363895,-71.259575,6.0,2018-01-27,False
9631502,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3644133333,-71.2593783333,6.0,2018-01-27,False
9633271,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.4149968801,-71.1146203895,5.0,2018-01-27,False
9633410,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.411473,-71.117581,12.0,2018-01-27,False
9633642,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3650722791,-71.259057022,28.0,2018-01-27,False
9633662,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3669430714,-71.2604037212,22.0,2018-01-27,False
9634085,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2790703732,-71.2365359324,2427.0,2018-01-27,False
9634185,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2749185364,-71.2314716871,4684.0,2018-01-27,False
9635314,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36562976,-71.25337096,34.0,2018-01-27,False
9639662,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.354702,-71.065493,24.0,2018-01-27,False
9639686,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.354615,-71.065493,24.0,2018-01-27,False
9639751,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.355844,-71.065836,24.0,2018-01-27,False
9639763,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.43136,-71.130302,186.0,2018-01-27,False
9642638,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3638927879,-71.2608634978,6.0,2018-01-28,False
9642701,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3653169012,-71.2599263511,4.0,2018-01-28,False
9642760,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3655688902,-71.2599007406,6.0,2018-01-28,False
9643037,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36464,-71.264263,,2018-01-26,False
9643073,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.362492,-71.263802,,2018-01-27,False
9643075,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.362492,-71.263802,,2018-01-27,False
9643229,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3628116667,-71.2521883333,30.0,2018-01-28,False
9643258,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3630833333,-71.2514583333,5.0,2018-01-28,False
9643289,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36365,-71.2542033333,5.0,2018-01-28,False
9643295,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.364498,-71.2648,98.0,2018-01-27,False
9643302,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.364204,-71.261699,,2018-01-28,False
9643351,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3736616667,-71.2371666667,5.0,2018-01-27,False
9643397,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3650814511,-71.2572742626,516.0,2018-01-28,False
9643426,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2799539378,-71.2301448568,3498.0,2018-01-28,False
9643567,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3628966667,-71.2616416667,10.0,2018-01-28,False
9643569,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.365436866,-71.2597112172,5.0,2018-01-28,False
9643574,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3633151881,-71.2620115029,22.0,2018-01-28,False
9643595,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3670278472,-71.2547160197,22.0,2018-01-28,False
9643612,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3694349013,-71.2586456802,33.0,2018-01-28,False
9643621,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3685283333,-71.2564383333,5.0,2018-01-28,False
9643861,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3883066051,-71.200014327,5.0,2018-01-28,True
9643882,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.363623084,-71.2448046177,30.0,2018-01-28,True
9646403,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36568124,-71.25891634,7.0,2018-01-28,False
9646418,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36543524,-71.25882425,8.0,2018-01-28,False
9646429,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36541526,-71.25881086,15.0,2018-01-28,False
9646441,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3654592,-71.25882999,9.0,2018-01-28,False
9646525,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36513,-71.2589579,62.0,2018-01-28,False
9646574,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36464235,-71.25933843,8.0,2018-01-28,False
9646640,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36362376,-71.26028938,10.0,2018-01-28,False
9646787,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3674583333,-71.2575,5.0,2018-01-27,False
9646801,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3555416667,-71.0666805,5.0,2018-01-28,False
9646810,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36743,-71.254355,5.0,2018-01-28,False
9646824,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3554833333,-71.0666666667,5.0,2018-01-28,False
9646851,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.367745,-71.253945,30.0,2018-01-28,False
9649448,46272,Glaucomys volans,Southern Flying Squirrel,42.4068860991,-71.324057579,41.0,2017-06-28,False
9649484,42051,Canis latrans,Coyote,42.4136384003,-71.5107578778,8.0,2017-09-22,False
9649504,453109,Pekania pennanti,Fisher,42.4131552127,-71.5081883124,62.0,2017-01-12,False
9649525,42076,Urocyon cinereoargenteus,Gray Fox,42.4136502816,-71.510757878,10.0,2016-01-17,False
9655524,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3674952099,-71.1232618802,10.0,2018-01-29,False
9657909,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.2855890171,-71.4522562874,527.0,2018-01-28,True
9658422,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.368671,-71.259567,12.0,2018-01-29,False
9659290,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.368824,-71.258174,6.0,2018-01-29,False
9659303,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.368715,-71.258333,24.0,2018-01-29,False
9675061,42652,Didelphis virginiana,Virginia Opossum,42.6112018,-71.5745152,8812.0,2018-01-21,False
9675147,42069,Vulpes vulpes,Red Fox,42.6112018,-71.5745152,8812.0,2017-02-26,False
9675426,42051,Canis latrans,Coyote,42.6112018,-71.5745152,8812.0,2017-03-04,False
9675503,41663,Procyon lotor,Common Raccoon,42.6112018,-71.5745152,8812.0,2017-10-14,False
9675763,41566,Megaptera novaeangliae,Humpback Whale,42.5662301764,-70.6558227539,5783.0,2005-08-16,False
9676764,43111,Sylvilagus floridanus,Eastern Cottontail,42.3743283333,-71.1151583333,10.0,2018-01-30,False
9676868,41976,Lynx rufus,Bobcat,42.6112018,-71.5745152,8812.0,2017-03-09,False
9677293,42652,Didelphis virginiana,Virginia Opossum,42.3270897771,-72.5297378941,35.0,2018-01-30,False
9691826,41663,Procyon lotor,Common Raccoon,42.3384632739,-71.5672766695,417.0,2018-02-01,True
9693530,41663,Procyon lotor,Common Raccoon,42.3880166667,-72.4211666667,50.0,2018-01-28,False
9693561,42223,Odocoileus virginianus,White-tailed Deer,42.38045,-72.4133,5.0,2018-01-28,False
9695165,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.36892696,-71.25588055,18.0,2018-02-01,False
9695727,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3784751892,-71.1174926758,,2018-02-01,False
9697222,46217,Tamias striatus,Eastern Chipmunk,42.3273559135,-72.5432799026,20.0,2017-11-16,False
9697223,46217,Tamias striatus,Eastern Chipmunk,42.3273559135,-72.5432799026,20.0,2017-11-17,False
9697224,46217,Tamias striatus,Eastern Chipmunk,42.3273559135,-72.5432799026,20.0,2017-11-17,False
9697225,46217,Tamias striatus,Eastern Chipmunk,42.3273559135,-72.5432799026,20.0,2017-11-11,False
9697226,46217,Tamias striatus,Eastern Chipmunk,42.3273559135,-72.5432799026,20.0,2017-11-11,False
9697227,46217,Tamias striatus,Eastern Chipmunk,42.3273559135,-72.5432799026,20.0,2017-11-15,False
9697228,46217,Tamias striatus,Eastern Chipmunk,42.3273559135,-72.5432799026,20.0,2017-11-19,False
9699907,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-01,False
9699908,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-10,False
9699909,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-11,False
9699911,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-11,False
9699912,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-11,False
9699914,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-11,False
9699916,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-12,False
9699917,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-12,False
9699918,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-12,False
9699919,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-12,False
9699921,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-12,False
9699922,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-12,False
9699923,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-12,False
9699924,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-13,False
9699925,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-13,False
9699926,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-13,False
9699928,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-13,False
9699929,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-13,False
9699936,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-14,False
9699938,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-14,False
9699939,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-14,False
9699940,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-14,False
9699941,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-14,False
9699942,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-14,False
9699946,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-14,False
9699947,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-15,False
9699948,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-15,False
9699949,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-15,False
9699950,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-15,False
9699951,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-16,False
9699953,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-16,False
9699955,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-16,False
9699956,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-16,False
9699958,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-17,False
9699959,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-17,False
9699960,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-17,False
9699961,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-17,False
9699962,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-17,False
9699963,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-17,False
9699964,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-18,False
9699965,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-20,False
9699966,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-20,False
9699968,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-20,False
9699969,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-20,False
9699970,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-21,False
9699973,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-21,False
9699974,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-21,False
9699975,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-21,False
9699976,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-22,False
9699977,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-22,False
9699978,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-22,False
9699979,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-22,False
9699981,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-22,False
9699989,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-23,False
9699990,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-23,False
9699991,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-23,False
9699992,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-23,False
9699993,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-24,False
9699994,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-24,False
9699995,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-27,False
9699996,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-28,False
9699997,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-28,False
9699999,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-28,False
9700001,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-28,False
9700003,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-29,False
9700004,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-29,False
9700005,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-29,False
9700006,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-29,False
9700007,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-30,False
9700009,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-30,False
9700010,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-30,False
9700011,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-30,False
9700012,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-30,False
9700013,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-01,False
9700014,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-01,False
9700015,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-01,False
9700016,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-02,False
9700017,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-02,False
9700018,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-02,False
9700019,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-03,False
9700021,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-03,False
9700024,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-03,False
9700025,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-04,False
9700026,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-05,False
9700027,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-05,False
9700028,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-05,False
9700029,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-05,False
9700030,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-12-05,False
9700032,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273559135,-72.5432369873,23.0,2017-11-09,False
9700182,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-17,False
9700183,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-17,False
9700184,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-17,False
9700185,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-20,False
9700186,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-29,False
9700187,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-23,False
9700188,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-14,False
9700189,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-25,False
9700190,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-16,False
9700191,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-13,False
9700192,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-09,False
9700193,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-20,False
9700194,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-09,False
9700195,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-23,False
9700196,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-13,False
9700197,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-15,False
9700198,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-12,False
9700199,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-09,False
9700200,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-15,False
9700201,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-12,False
9700202,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-25,False
9700203,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-12-03,False
9700204,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-14,False
9700205,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-15,False
9700206,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-17,False
9700207,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-17,False
9700208,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-24,False
9700209,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-23,False
9700210,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-12,False
9700211,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-17,False
9700212,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-12-01,False
9700213,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-12-03,False
9700216,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-12-04,False
9700217,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-30,False
9700218,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-12,False
9700219,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273852453,-72.5433730521,8.0,2017-11-28,False
9700227,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273876415,-72.5431082399,31.0,2017-11-12,False
9700228,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273876415,-72.5431082399,31.0,2017-11-15,False
9700229,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273876415,-72.5431082399,31.0,2017-11-29,False
9700230,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273876415,-72.5431082399,31.0,2017-12-05,False
9700231,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273876415,-72.5431082399,31.0,2017-11-21,False
9700232,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3273876415,-72.5431082399,31.0,2017-12-02,False
9700259,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3274193692,-72.5433228166,31.0,2017-11-09,False
9700260,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3274193692,-72.5433228166,31.0,2017-11-15,False
9700261,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3274193692,-72.5433228166,31.0,2017-11-19,False
9700262,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3274193692,-72.5433228166,31.0,2017-12-05,False
9708972,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-04,False
9708973,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-04,False
9708974,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-04,False
9708975,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-04,False
9708976,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-04,False
9708977,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-03,False
9708979,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-03,False
9708980,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-03,False
9708982,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-02,False
9708983,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-02,False
9708984,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-02,False
9708986,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-01,False
9708987,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3262383827,-72.5406525283,31.0,2017-12-04,False
9709349,46017,Sciurus carolinensis,Eastern Gray Squirrel,42.3263461541,-72.5405674614,32.0,2017-12-01,False
