observation_id,observed_on,latitude,longitude,positional_accuracy,quality_grade,taxon_id,taxon_name,common_name,coordinates_obscured,uri
14870355,2018-07-25,42.0559652778,-71.0776205556,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/14870355
15839710,2018-08-23,41.91994204,-70.54291209,8.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/15839710
16035437,2014-06-21,41.882421,-69.995172,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/16035437
17425310,2018-06-15,42.1396005694,-71.5074098363,2.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/17425310
17501926,2018-10-14,42.551844164,-70.8378667307,105.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/17501926
17694543,2018-01-27,42.4134545573,-71.5107345819,2.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/17694543
17832873,2018-09-21,42.328095,-72.539485,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/17832873
17850263,2018-10-04,42.3277778,-72.5394444444,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/17850263
17995644,2018-10-31,42.3240618462,-72.5288289153,96.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/17995644
18092752,2018-10-30,42.629581378,-70.8429208516,15.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/18092752
18226313,2018-11-07,42.3763283333,-71.1395945,10.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/18226313
18288210,2018-10-31,42.3243682876,-72.5288310258,99.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/18288210
18336958,2018-11-05,42.4406503296,-71.517024709,31.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/18336958
18410328,2013-07-24,41.7670606224,-69.9769055069,31.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/18410328
18631292,2018-11-06,42.3288,-72.5387,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/18631292
19237949,2018-12-24,42.4027105388,-71.4607210486,15.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/19237949
19331038,2018-12-30,41.921843,-70.5490548,187.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/19331038
19333676,2018-12-30,42.4138360414,-71.513347174,4.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/19333676
19474960,2018-12-16,42.4748805911,-70.9100645688,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/19474960
19657254,2019-01-15,42.4096652426,-71.3272240798,8.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/19657254
20078285,2019-01-31,41.5276570043,-70.6587445548,8.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/20078285
20127661,2019-02-05,42.4323271547,-71.4853392685,3.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/20127661
20279073,2019-02-11,41.5277088802,-70.6586867307,10.0,research,126770,Vulpes vulpes fulva,Eastern American Red Fox,False,https://www.inaturalist.org/observations/20279073
20438780,2017-06-29,42.4013178252,-71.1889026027,12.0,research,126770,Vulpes vulpes fulva,Eastern American Red Fox,False,https://www.inaturalist.org/observations/20438780
20827352,2019-02-28,41.9200583333,-70.543145,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/20827352
21227201,2018-07-10,42.3248333333,-71.21495,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21227201
21227207,2018-08-26,42.3248514464,-71.2142721149,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21227207
21298592,2019-03-16,42.00866,-71.106968,12.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21298592
21356381,2019-03-18,42.413687,-71.510463,3.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21356381
21480680,2019-03-22,42.4236971373,-71.5549256965,22.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21480680
21615291,2019-03-25,42.6051742841,-71.4336449693,22.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21615291
21661788,2019-03-27,42.0712426376,-73.1296773332,30.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21661788
21905439,2019-04-02,42.0715661797,-73.1300354088,8.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/21905439
22328445,2019-04-11,42.6301383333,-71.1474,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/22328445
22475546,2019-04-14,42.0549910969,-71.0773068804,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/22475546
22709342,2019-04-16,42.1208674844,-71.2130054368,61.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/22709342
22993021,2018-12-17,42.2983033333,-71.0107638833,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/22993021
23251000,2019-04-20,42.0602003043,-71.0384520155,37.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/23251000
23900534,2019-04-28,42.3966278229,-71.3998381179,72.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/23900534
24222291,2019-04-19,42.289745,-71.456055,30.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/24222291
24360121,2019-05-02,42.4360722537,-71.0804435984,10.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/24360121
24406266,2019-05-02,42.3675083333,-71.2585133333,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/24406266
24462251,2018-12-24,41.5299387804,-71.0651305177,22.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/24462251
24582660,2019-05-05,42.3385314941,-72.4723739624,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/24582660
24764292,2019-04-23,42.0590153,-71.0806276,167.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/24764292
25514014,2019-05-21,41.9266650137,-71.3697550446,17.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/25514014
25526868,2019-05-21,42.4622175754,-71.1109694583,16.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/25526868
26034918,2016-05-10,42.7125434503,-72.3428467279,26.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/26034918
26081959,2019-05-30,42.36658,-71.9871833333,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/26081959
26129012,2019-05-31,42.5341327357,-72.5462097275,19.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/26129012
26222532,2019-05-29,42.3391,-72.534155,6.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/26222532
26261016,2019-06-02,42.64261423,-70.799195054,117.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/26261016
26379349,2019-06-04,41.663737542,-70.0794877763,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/26379349
26585119,2019-05-28,42.6883427723,-70.633839056,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/26585119
27063026,2019-06-15,42.36944425,-71.34214386,8.0,research,126770,Vulpes vulpes fulva,Eastern American Red Fox,False,https://www.inaturalist.org/observations/27063026
27352468,2019-06-20,41.777425664,-70.0001634657,6.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/27352468
27364322,2019-03-19,42.3484190476,-71.164733693,33.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/27364322
27718042,2019-06-25,42.0433195,-70.1929866667,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/27718042
27837009,2016-01-16,42.0499472111,-70.1830576153,240.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/27837009
27949303,2019-06-30,42.3036583333,-71.0117111167,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/27949303
28526356,2019-07-09,41.524838009,-70.6670902949,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/28526356
28563315,2019-07-09,41.77005,-69.985695,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/28563315
28729175,2019-07-12,42.7312067815,-70.869926333,8.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/28729175
29084932,2019-04-18,42.4967527651,-70.9728302275,68.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/29084932
29752715,2019-07-28,42.2214566404,-70.9598449432,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/29752715
29847404,2019-07-30,42.3389383333,-72.5324633333,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/29847404
30116029,2019-08-03,42.3390441149,-72.5347968973,66.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/30116029
30389218,2016-07-31,41.7836744892,-69.9662728274,20.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/30389218
30849676,2019-08-14,41.5232966667,-70.663405,165.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/30849676
31114342,2019-07-22,42.6058577219,-71.3960620214,24.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/31114342
31451102,2015-01-10,42.4026191,-71.1846533,173.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/31451102
31588526,2019-08-24,42.3812679045,-71.5498828687,8.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/31588526
31878898,2019-08-31,42.0395338731,-70.2008993498,6.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/31878898
32372802,2019-09-08,41.5276083333,-70.6708666667,6.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/32372802
32465064,2019-08-13,42.2950283333,-71.3025883333,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/32465064
32466078,2019-07-25,42.2960383333,-71.30973,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/32466078
32690540,2019-09-14,42.6059792487,-71.3960395862,28.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/32690540
32712165,2019-09-13,42.0362433333,-70.19494,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/32712165
32903560,2019-09-17,42.2577833333,-71.0044027778,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/32903560
32903561,2019-09-17,42.257775,-71.0044111111,5.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/32903561
33047843,2016-10-13,41.755225,-70.492225,65.0,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/33047843
33596337,2019-09-29,42.2756583333,-72.64792,,research,42069,Vulpes vulpes,Red Fox,False,https://www.inaturalist.org/observations/33596337
